t\x,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.01,1,1.10517,1.2214,1.34986,1.49182,1.64872,1.82212,2.01375,2.22554,2.4596,2.71828
0.02,1.01005,1.11632,1.23374,1.3635,1.5069,1.66539,1.84054,2.0341,2.24802,2.48441,2.7456
0.03,1.0202,1.12757,1.2462,1.37728,1.52213,1.68222,1.85913,2.05464,2.2707,2.50943,2.77319
0.04,1.03045,1.13893,1.25877,1.39119,1.53751,1.69921,1.87791,2.07538,2.29359,2.5347,2.80107
0.05,1.04081,1.1504,1.27147,1.40523,1.55304,1.71637,1.89687,2.09632,2.31671,2.56021,2.82922
0.06,1.05127,1.16199,1.28429,1.41941,1.56872,1.7337,1.91601,2.11746,2.34004,2.58597,2.85765
0.07,1.06184,1.17369,1.29724,1.43373,1.58455,1.75119,1.93533,2.1388,2.36361,2.61198,2.88637
0.08,1.07251,1.1855,1.31031,1.44819,1.60053,1.76886,1.95485,2.16035,2.3874,2.63826,2.91538
0.09,1.08329,1.19743,1.32351,1.46279,1.61667,1.78669,1.97455,2.18211,2.41144,2.66479,2.94468
0.1,1.09417,1.20948,1.33684,1.47754,1.63297,1.8047,1.99445,2.20409,2.4357,2.69159,2.97427
0.11,1.10517,1.22165,1.35031,1.49242,1.64943,1.82289,2.01454,2.22628,2.46021,2.71866,3.00417
0.12,1.11628,1.23395,1.3639,1.50746,1.66605,1.84126,2.03483,2.24869,2.48497,2.74599,3.03436
0.13,1.1275,1.24636,1.37763,1.52264,1.68283,1.8598,2.05532,2.27133,2.50997,2.7736,3.06485
0.14,1.13883,1.2589,1.3915,1.53797,1.69978,1.87853,2.07601,2.29418,2.53521,2.80149,3.09566
0.15,1.15027,1.27156,1.40551,1.55346,1.71689,1.89744,2.09691,2.31727,2.56071,2.82966,3.12677
0.16,1.16183,1.28435,1.41965,1.56909,1.73418,1.91654,2.11801,2.34058,2.58647,2.85811,3.15819
0.17,1.17351,1.29726,1.43393,1.58489,1.75163,1.93583,2.13932,2.36413,2.61248,2.88684,3.18993
0.18,1.1853,1.31031,1.44836,1.60084,1.76926,1.95531,2.16085,2.38791,2.63875,2.91586,3.22199
0.19,1.19722,1.32349,1.46293,1.61694,1.78706,1.97499,2.18259,2.41193,2.66528,2.94517,3.25437
0.2,1.20925,1.33679,1.47764,1.63321,1.80504,1.99486,2.20454,2.43618,2.69208,2.97478,3.28708
0.21,1.2214,1.35023,1.49251,1.64964,1.8232,2.01493,2.22672,2.46068,2.71915,3.00468,3.32012
