t\x,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,1,1.10517,1.2214,1.34986,1.49182,1.64872,1.82212,2.01375,2.22554,2.4596,2.71828
0.2,1.10517,1.22323,1.35309,1.49612,1.65377,1.82762,2.01936,2.23082,2.46399,2.72101,3.00417
0.3,1.2214,1.35275,1.49706,1.65576,1.83042,2.02275,2.23459,2.46795,2.72503,3.00821,3.32012
0.4,1.34986,1.49547,1.65536,1.83108,2.02433,2.23697,2.47104,2.72875,3.01253,3.32507,3.6693
0.5,1.49182,1.65299,1.8299,2.02426,2.23795,2.47299,2.73164,3.01635,3.32981,3.67501,4.0552
0.6,1.64872,1.82695,2.02257,2.23746,2.47368,2.73346,3.01929,3.33389,3.68024,4.06163,4.48169
0.7,1.82212,2.01915,2.2354,2.47294,2.73402,3.02113,3.33702,3.68467,4.06741,4.48886,4.95303
0.8,2.01375,2.23154,2.47056,2.7331,3.02165,3.33897,3.68807,4.07227,4.49524,4.96099,5.47395
0.9,2.22554,2.46624,2.73042,3.02058,3.33949,3.69018,4.07599,4.5006,4.96804,5.48275,6.04965
1,2.4596,2.72563,3.01759,3.33828,3.69073,4.0783,4.50469,4.97395,5.49054,6.05939,6.68589
1.1,2.71828,3.01229,3.33496,3.68938,4.0789,4.50723,4.97847,5.49707,6.068,6.69666,7.38906
