t\x,0.0000,0.1000,0.2000,0.3000,0.4000,0.5000,0.6000,0.7000,0.8000,0.9000,1.0000
0.0000,1.0000,1.1052,1.2214,1.3499,1.4918,1.6487,1.8221,2.0138,2.2255,2.4596,2.7183
0.1000,1.1052,1.2158,1.3436,1.4850,1.6411,1.8137,2.0045,2.2153,2.4483,2.7058,3.0042
0.2000,1.2214,1.3883,1.4781,1.6336,1.8054,1.9953,2.2051,2.4370,2.6933,3.1149,3.3201
0.3000,1.3499,0.6169,2.1348,1.7971,1.9861,2.1949,2.4258,2.6809,4.3458,0.9519,3.6693
0.4000,1.4918,23.1261,-16.4220,7.0645,2.1848,2.4146,2.6686,16.7786,-46.2426,62.0657,4.0552
0.5000,1.6487,-588.6973,613.9234,-276.5966,53.2791,2.6563,141.2298,-754.5348,1667.0535,-1601.1227,4.4817
0.6000,1.8221,17340.9713,-20317.4850,11927.3608,-3751.7057,1894.6192,-10202.1512,32418.9938,-55230.5903,47136.6820,4.9530
0.7000,2.0138,-532635.0834,678715.5358,-467311.7612,209502.2071,-175536.3330,536977.0018,-1270288.2966,1844937.9736,-1447853.3302,5.4739
0.8000,2.2255,16907242.0808,-22895063.6269,17761100.8921,-10409022.8771,10799982.4164,-24660809.3305,47954627.3890,-62235237.7658,45958647.7493,6.0496
0.9000,2.4596,-550188213.5482,781689638.6399,-670501781.9905,483382267.7508,-555897987.9886,1056101475.3349,-1780098391.3555,2121602268.9342,-1495566624.3987,6.6859
1.0000,2.7183,18270472468.4099,-27059003089.5445,25390252921.7261,-21448260787.0553,25956899202.6399,-43425891824.8045,65598906878.4462,-73067093267.2920,49631788619.7757,7.3891
